CDPHId,CompanyId
716,23
717,23
718,23
719,23
720,23
721,23
722,23
723,23
724,23
725,23
726,23
727,841
728,23
729,23
730,841
731,23
732,23
733,23
734,841
735,23
736,23
737,23
738,23
739,23
740,841
741,86
744,86
745,86
747,86
748,841
749,23
750,23
751,841
752,23
753,841
754,23
755,23
756,23
757,23
758,23
759,23
760,23
761,23
762,23
763,23
764,23
765,23
766,23
767,23
768,23
769,23
770,23
771,23
772,23
773,841
774,841
775,841
776,841
777,841
778,841
779,84
780,84
781,23
782,23
783,23
784,23
785,23
786,23
787,23
788,23
789,23
790,23
791,23
792,23
793,23
794,23
795,23
796,23
797,23
798,23
799,23
800,23
801,23
802,23
803,841
804,841
805,23
806,841
807,23
808,23
809,23
810,841
811,23
812,23
813,23
814,841
815,23
816,23
817,841
818,23
819,23
820,23
821,23
822,23
823,23
824,23
825,23
826,23
827,23
828,23
829,23
830,23
831,23
832,23
833,23
834,23
837,841
842,841
846,841
847,89
855,841
856,841
857,841
858,841
859,841
860,841
861,841
862,18
863,91
864,91
865,91
866,91
867,91
872,86
873,86
875,86
879,86
880,86
881,86
882,86
883,86
885,23
886,23
887,23
888,23
889,23
890,23
891,23
892,23
893,23
894,23
895,23
896,23
897,23
898,23
899,23
900,23
901,23
902,23
903,23
910,86
911,86
912,86
913,86
917,86
918,86
919,86
920,86
924,86
926,86
929,96
930,71
931,71
932,71
938,71
940,71
942,86
943,86
944,86
945,86
946,86
947,86
960,84
961,86
962,86
963,86
965,86
967,86
969,71
975,86
980,86
985,86
986,84
987,84
988,84
989,84
990,86
991,84
992,86
993,86
994,86
997,86
998,86
1000,84
1002,86
1003,86
1004,86
1005,86
1006,84
1007,86
1009,86
1010,84
1011,84
1012,84
1013,84
1014,84
1015,84
1016,84
1017,84
1018,84
1019,84
1020,84
1021,84
1022,84
1023,84
1024,84
1025,84
1026,84
1027,84
1028,84
1029,84
1030,84
1031,84
1032,84
1033,84
1034,23
1035,23
1036,23
1037,23
1038,23
1039,23
1040,23
1041,23
1042,23
1043,23
1044,23
1045,23
1046,23
1047,23
1048,23
1049,23
1050,23
1051,23
1052,23
1053,23
1054,23
1055,23
1056,23
1057,23
1058,23
1059,23
1060,23
1061,23
1062,23
1063,23
1064,23
1065,82
1066,23
1067,23
1068,23
1069,23
1070,82
1071,82
1072,82
1074,82
1077,82
1080,82
1083,82
1085,82
1087,86
1090,86
1091,86
1092,86
1093,82
1094,82
1095,82
1096,82
1097,23
1098,23
1099,23
1100,23
1101,23
1102,23
1103,23
1104,23
1105,82
1106,82
1107,82
1109,84
1110,84
1111,84
1112,84
1113,84
1114,84
1115,84
1116,84
1117,84
1118,84
1119,84
1120,71
1121,84
1122,84
1123,84
1124,84
1125,71
1126,71
1127,82
1128,71
1129,82
1130,82
1131,71
1132,82
1133,82
1134,71
1135,82
1136,82
1137,82
1138,82
1139,82
1140,1093
1141,21
1142,101
1147,110
1148,110
1149,110
1150,110
1151,110
1152,110
1153,110
1154,110
1155,110
1156,110
1157,110
1158,110
1159,110
1160,110
1161,110
1162,110
1163,110
1164,110
1165,110
1166,110
1167,110
1168,110
1169,110
1170,110
1171,110
1172,110
1173,110
1174,110
1175,110
1176,110
1177,110
1178,110
1179,110
1180,110
1181,110
1182,110
1183,110
1184,91
1185,91
1186,91
1187,91
1188,91
1189,91
1190,91
1191,91
1192,91
1193,91
1194,91
1195,91
1196,91
1197,91
1198,91
1199,91
1200,91
1201,91
1202,91
1203,91
1204,91
1205,91
1206,91
1207,91
1208,91
1209,91
1210,91
1211,91
1212,91
1213,91
1214,91
1215,91
1216,91
1217,91
1218,91
1219,91
1220,91
1221,91
1222,91
1223,91
1224,91
1225,91
1226,91
1227,91
1228,91
1229,91
1230,91
1231,91
1232,91
1233,91
1234,91
1235,91
1236,91
1237,91
1238,91
1239,91
1240,91
1241,91
1242,91
1243,91
1244,91
1245,91
1246,91
1247,91
1248,91
1249,91
1250,91
1251,91
1252,91
1253,91
1254,91
1255,91
1256,91
1257,91
1258,91
1259,23
1260,23
1261,23
1262,23
1263,23
1264,23
1265,23
1266,23
1267,23
1268,23
1269,23
1270,23
1271,23
1272,23
1273,23
1274,23
1275,23
1276,23
1277,23
1278,23
1279,23
1280,23
1281,23
1282,23
1283,23
1284,23
1285,23
1286,23
1287,23
1288,23
1289,23
1290,23
1306,18
1307,18
1311,18
1314,116
1315,67
1316,116
1317,18
1318,21
1319,116
1320,116
1321,116
1322,18
1323,116
1324,116
1325,116
1326,18
1327,21
1328,4
1329,21
1330,67
1331,21
1332,4
1333,4
1334,4
1335,4
1336,4
1337,4
1338,4
1339,4
1340,18
1341,21
1342,21
1343,18
1344,4
1345,21
1346,21
1347,21
1348,4
1349,4
1350,4
1351,21
1352,4
1353,4
1354,4
1355,4
1356,21
1357,4
1358,4
1359,4
1360,4
1361,4
1362,4
1363,4
1364,21
1365,4
1366,21
1367,71
1368,4
1369,21
1370,71
1371,841
1372,119
1373,125
1374,125
1375,125
1376,125
1377,125
1378,125
1379,125
1380,125
1381,125
1382,125
1383,125
1384,67
1385,125
1386,125
1387,11
1388,125
1389,11
1390,125
1391,125
1392,125
1393,11
1394,11
1395,11
1396,11
1397,11
1398,11
1399,11
1400,128
1401,11
1402,11
1403,11
1404,11
1405,11
1406,11
1407,125
1408,11
1409,125
1410,125
1411,125
1412,4
1413,4
1414,4
1415,4
1416,4
1417,4
1418,4
1419,4
1420,4
1421,4
1422,11
1423,4
1424,4
1425,4
1426,11
1427,11
1428,11
1429,11
1430,11
1431,11
1432,4
1433,4
1434,4
1435,11
1436,4
1437,4
1438,4
1439,4
1440,4
1441,11
1442,4
1443,11
1444,11
1445,11
1446,11
1447,11
1448,11
1449,11
1450,11
1451,11
1452,11
1453,11
1454,11
1455,11
1456,125
1457,125
1458,23
1459,23
1460,23
1461,23
1462,23
1463,23
1464,23
1465,23
1466,23
1467,23
1468,23
1469,23
1470,23
1471,23
1472,23
1473,23
1474,23
1475,23
1477,11
1478,11
1479,11
1480,11
1481,11
1482,11
1483,11
1484,11
1485,11
1486,11
1487,11
1488,11
1489,11
1490,11
1491,11
1492,11
1493,11
1494,11
1495,11
1496,11
1497,11
1498,11
1500,11
1501,138
1503,11
1504,11
1505,11
1506,11
1507,11
1508,11
1509,11
1510,11
1511,11
1512,11
1513,11
1514,11
1515,11
1516,11
1517,11
1518,11
1519,11
1520,138
1521,11
1522,11
1523,11
1524,11
1525,11
1526,11
1528,23
1529,23
1530,23
1531,23
1532,23
1533,23
1534,23
1535,23
1536,23
1537,23
1538,23
1539,23
1540,23
1541,23
1542,23
1543,23
1544,23
1545,23
1546,23
1547,23
1548,23
1549,23
1550,23
1551,23
1552,23
1553,23
1554,23
1555,23
1556,23
1557,23
1558,23
1559,23
1560,11
1561,11
1562,11
1563,11
1564,11
1565,11
1566,1093
1567,11
1569,11
1570,11
1571,11
1572,1093
1573,11
1574,11
1575,11
1576,11
1577,11
1578,11
1579,11
1580,11
1581,11
1582,11
1583,23
1584,23
1585,23
1586,23
1587,23
1588,23
1589,23
1590,23
1591,71
1592,23
1593,23
1594,71
1595,11
1596,11
1597,11
1598,11
1599,11
1600,11
1601,11
1602,11
1603,11
1604,11
1605,11
1606,11
1607,11
1608,11
1609,11
1610,11
1611,1093
1613,1093
1614,11
1615,11
1616,11
1617,11
1618,11
1619,11
1620,11
1621,11
1622,11
1623,11
1624,11
1625,11
1626,11
1627,11
1628,11
1629,11
1630,71
1631,11
1632,11
1633,11
1634,11
1635,11
1636,11
1637,11
1638,11
1639,141
1640,141
1641,141
1642,141
1643,142
1645,18
1646,18
1647,18
1648,144
1649,142
1650,97
1651,18
1653,145
1654,129
1655,18
1656,18
1657,18
1658,18
1659,18
1660,71
1661,18
1662,18
1663,59
1664,145
1665,145
1667,23
1668,23
1669,23
1670,23
1671,23
1672,23
1673,23
1674,23
1675,23
1676,23
1677,23
1678,23
1679,23
1680,23
1681,23
1682,23
1683,23
1684,23
1685,23
1686,23
1687,18
1688,18
1689,18
1690,67
1691,18
1692,18
1693,18
1694,18
1695,67
1696,18
1697,18
1698,18
1699,18
1700,18
1701,18
1702,18
1703,18
1704,18
1705,18
1706,18
1707,18
1708,18
1709,18
1710,18
1711,18
1712,18
1713,18
1714,18
1715,149
1716,18
1717,18
1718,125
1719,18
1720,18
1721,125
1722,125
1723,18
1724,18
1725,18
1726,18
1727,18
1728,18
1729,125
1730,67
1731,18
1732,67
1733,18
1734,67
1735,18
1736,67
1737,18
1738,18
1739,67
1740,67
1741,67
1742,67
1743,67
1744,67
1745,67
1746,67
1747,67
1748,67
1749,67
1750,67
1751,67
1752,67
1753,67
1754,67
1755,67
1756,11
1757,11
1758,11
1759,118
1760,11
1761,67
1762,67
1763,118
1764,67
1765,67
1766,118
1767,67
1768,67
1769,11
1770,67
1771,11
1772,11
1773,11
1774,11
1775,67
1776,11
1777,11
1778,67
1779,11
1780,11
1781,67
1782,11
1783,11
1784,11
1785,11
1786,67
1787,11
1788,67
1789,67
1790,67
1791,11
1792,67
1793,118
1794,11
1795,11
1796,67
1797,118
1798,67
1799,67
1800,118
1801,67
1802,11
1803,11
1804,118
1805,11
1806,11
1807,118
1808,11
1809,67
1810,11
1811,67
1812,118
1813,67
1814,11
1815,118
1816,11
1817,118
1818,11
1819,11
1820,11
1821,11
1822,71
1823,11
1824,11
1825,11
1826,67
1827,67
1828,67
1829,23
1830,67
1831,23
1832,23
1833,67
1834,23
1835,23
1836,23
1837,118
1838,11
1839,11
1840,11
1841,23
1842,67
1843,118
1844,67
1845,67
1846,118
1847,67
1848,67
1849,67
1850,67
1851,67
1852,67
1853,67
1854,67
1855,67
1856,67
1857,67
1858,67
1859,67
1860,67
1861,11
1862,11
1863,11
1864,11
1865,11
1866,11
1867,11
1868,11
1869,11
1870,11
1871,150
1872,23
1873,23
1874,23
1875,23
1876,23
1877,23
1878,23
1879,23
1880,23
1881,67
1882,23
1883,67
1884,67
1885,67
1886,67
1887,67
1888,148
1889,67
1890,67
1891,67
1892,67
1893,181
1894,67
1895,67
1896,67
1897,67
1898,67
1899,67
1900,159
1901,67
1902,67
1903,11
1904,11
1905,67
1906,11
1907,11
1908,67
1909,11
1910,67
1911,67
1912,67
1913,67
1914,67
1915,67
1916,148
1917,11
1918,67
1919,11
1920,67
1921,11
1922,11
1923,67
1924,67
1925,841
1926,67
1927,67
1928,67
1929,67
1930,67
1931,23
1932,67
1933,23
1934,23
1935,23
1936,67
1937,23
1938,23
1939,67
1940,159
1941,23
1942,67
1943,23
1944,23
1945,67
1946,23
1947,67
1948,23
1949,23
1950,159
1951,23
1952,67
1953,23
1954,23
1955,67
1956,181
1957,23
1958,67
1959,67
1960,67
1961,21
1962,21
1963,181
1964,21
1965,181
1967,181
1968,121
1969,67
1970,67
1971,21
1972,67
1973,21
1974,67
1975,21
1976,67
1977,21
1978,67
1979,67
1980,67
1981,67
1982,71
1983,67
1984,71
1985,67
1986,67
1987,67
1988,67
1989,67
1990,67
1991,67
1992,67
1993,67
1994,67
1995,67
1996,67
1997,67
1998,67
1999,67
2000,11
2001,11
2002,21
2003,159
2004,11
2005,67
2006,159
2007,67
2008,11
2009,159
2010,21
2011,21
2012,67
2013,21
2014,21
2015,120
2016,67
2017,21
2018,67
2019,21
2020,67
2021,21
2022,67
2023,67
2024,67
2025,21
2026,67
2027,21
2028,21
2037,67
2039,67
2040,67
2042,67
2043,67
2044,67
2045,67
2046,67
2047,67
2048,67
2050,67
2052,67
2053,67
2055,67
2056,67
2057,67
2058,67
2059,67
2060,67
2061,67
2062,67
2063,67
2064,67
2065,67
2066,67
2068,67
2069,67
2070,67
2071,181
2072,67
2073,67
2074,67
2075,181
2076,67
2077,181
2078,67
2080,67
2081,67
2082,181
2083,67
2084,181
2085,67
2086,99
2087,67
2088,181
2089,67
2090,67
2091,67
2092,67
2093,67
2094,67
2095,67
2096,67
2098,160
2099,60
2100,67
2102,67
2103,159
2104,67
2105,67
2106,67
2107,159
2108,67
2109,67
2110,67
2111,67
2112,67
2113,67
2114,67
2115,67
2116,67
2117,159
2118,159
2119,159
2120,159
2121,159
2122,67
2123,67
2124,67
2125,67
2126,67
2127,67
2128,67
2129,67
2130,67
2131,159
2132,159
2133,159
2134,67
2136,67
2137,159
2138,67
2139,67
2140,67
2141,86
2142,159
2143,67
2144,159
2145,67
2146,159
2148,67
2149,159
2150,67
2151,159
2153,159
2154,67
2155,67
2156,67
2157,67
2158,159
2159,67
2160,159
2161,159
2162,159
2163,159
2164,159
2165,159
2166,159
2167,159
2168,159
2169,159
2170,159
2171,150
2172,150
2173,55
2174,55
2175,55
2176,55
2178,99
2181,99
2183,89
2185,89
2186,89
2187,159
2188,159
2189,159
2190,159
2191,159
2192,159
2193,159
2194,89
2195,159
2197,159
2198,159
2199,89
2202,89
2206,99
2208,69
2209,99
2211,99
2213,99
2225,99
2228,99
2235,99
2237,99
2245,67
2246,67
2247,67
2248,67
2249,67
2250,67
2251,67
2252,67
2253,67
2254,67
2255,67
2256,67
2257,67
2258,67
2259,67
2260,67
2261,67
2262,67
2263,67
2264,67
2265,67
2266,67
2267,67
2268,67
2269,67
2270,67
2271,67
2272,67
2273,67
2274,67
2275,67
2276,67
2277,67
2278,67
2279,67
2280,67
2281,67
2282,67
2283,11
2284,11
2285,11
2286,11
2287,11
2288,22
2289,22
2290,22
2291,99
2292,99
2293,99
2294,99
2295,99
2296,99
2297,99
2298,99
2299,99
2300,99
2301,99
2302,99
2303,99
2304,99
2305,99
2306,99
2307,99
2308,99
2309,99
2310,99
2311,99
2312,99
2313,99
2314,99
2315,99
2316,160
2317,167
2318,167
2319,22
2320,67
2321,22
2322,67
2323,67
2324,67
2325,67
2326,67
2327,67
2328,67
2329,67
2330,67
2331,67
2332,67
2333,67
2334,67
2335,67
2336,67
2337,67
2338,67
2339,22
2340,67
2341,22
2343,153
2344,171
2345,125
2346,153
2347,171
2348,67
2349,67
2350,153
2351,171
2352,153
2353,67
2354,153
2355,153
2356,153
2357,153
2358,67
2359,67
2361,125
2362,125
2363,125
2364,171
2366,125
2367,171
2368,125
2370,172
2371,67
2372,67
2373,171
2374,125
2376,125
2377,172
2378,171
2379,67
2380,172
2381,125
2382,171
2383,172
2384,171
2385,125
2386,67
2387,125
2388,67
2391,125
2392,67
2393,67
2394,67
2395,21
2396,21
2397,22
2408,67
2410,67
2411,67
2412,21
2413,21
2414,21
2415,171
2416,21
2417,21
2418,21
2419,21
2420,21
2421,21
2422,21
2423,21
2424,21
2425,21
2426,30
2427,30
2428,30
2430,21
2431,21
2433,21
2435,21
2438,30
2439,171
2443,171
2444,171
2446,171
2448,21
2449,171
2450,21
2451,171
2452,171
2453,21
2454,171
2455,21
2456,21
2457,21
2458,171
2459,21
2460,171
2461,21
2462,21
2463,171
2464,21
2465,67
2466,171
2467,21
2468,171
2469,171
2470,259
2472,67
2473,181
2474,67
2475,67
2476,67
2477,171
2479,171
2480,67
2482,171
2483,171
2484,21
2485,67
2487,21
2488,67
2489,21
2490,67
2491,21
2492,67
2493,171
2494,171
2496,21
2497,171
2498,21
2499,171
2500,171
2501,21
2503,171
2505,21
2506,30
2507,21
2508,171
2509,21
2510,21
2511,21
2512,111
2513,164
2514,30
2515,111
2516,111
2517,178
2518,22
2519,22
2520,22
2521,22
2522,22
2523,22
2524,22
2525,22
2526,22
2527,22
2528,22
2529,22
2530,22
2531,22
2532,22
2533,22
2534,22
2535,22
2539,171
2540,171
2541,171
2542,171
2543,171
2544,171
2545,171
2546,171
2547,171
2548,171
2549,171
2550,148
2552,171
2553,171
2555,171
2556,171
2558,148
2560,148
2561,148
2563,22
2565,148
2566,171
2568,171
2569,171
2570,171
2571,22
2572,171
2574,171
2575,22
2576,22
2578,181
2579,171
2580,171
2581,181
2582,171
2583,164
2585,181
2586,148
2587,171
2589,171
2590,171
2591,164
2592,181
2593,171
2594,181
2595,95
2596,171
2598,171
2599,164
2600,171
2601,164
2602,259
2603,167
2604,95
2605,95
2606,171
2607,164
2608,160
2609,21
2610,21
2611,164
2612,95
2613,171
2614,21
2615,95
2616,21
2617,21
2618,95
2619,21
2620,21
2621,95
2622,21
2623,21
2624,30
2625,21
2626,30
2627,30
2628,21
2629,30
2630,21
2631,171
2632,417
2633,171
2634,95
2635,417
2636,95
2637,417
2638,417
2639,171
2640,171
2641,171
2642,171
2643,171
2644,30
2645,171
2646,30
2647,1232
2648,95
2649,95
2650,171
2651,171
2652,95
2653,171
2654,95
2655,95
2656,171
2657,171
2658,171
2659,21
2660,21
2661,21
2662,171
2663,21
2664,171
2665,21
2666,171
2667,21
2668,186
2669,118
2670,186
2671,186
2672,186
2673,118
2674,21
2675,186
2676,186
2677,118
2678,171
2679,186
2680,118
2681,171
2682,21
2683,118
2684,118
2685,21
2686,188
2687,157
2688,21
2689,171
2690,21
2691,188
2692,21
2693,21
2694,171
2695,118
2696,21
2697,188
2698,21
2699,21
2700,21
2701,191
2702,188
2703,30
2704,30
2705,188
2706,191
2707,30
2708,30
2709,30
2710,59
2711,59
2712,59
2713,59
2714,59
2715,59
2716,59
2717,59
2718,59
2719,59
2720,59
2721,59
2722,59
2723,22
2724,22
2725,22
2726,22
2727,144
2728,22
2729,22
2730,22
2731,22
2732,22
2733,22
2734,22
2735,22
2736,22
2737,22
2738,22
2739,22
2740,22
2741,77
2742,22
2743,77
2744,22
2745,22
2746,77
2747,77
2748,77
2749,77
2750,77
2751,77
2752,77
2753,77
2754,171
2755,77
2756,77
2757,171
2758,77
2759,171
2760,77
2761,77
2762,171
2763,171
2764,171
2765,171
2766,144
2767,171
2768,144
2769,171
2770,144
2771,171
2772,144
2773,67
2774,67
2776,157
2777,157
2778,67
2779,171
2780,67
2781,157
2782,67
2783,77
2784,67
2785,67
2786,77
2787,77
2788,21
2789,77
2790,21
2791,144
2792,67
2793,67
2794,21
2795,67
2796,67
2797,21
2798,164
2799,21
2800,144
2801,67
2802,21
2803,77
2804,67
2805,21
2806,144
2807,67
2808,77
2809,67
2810,164
2811,67
2812,164
2813,177
2814,67
2815,77
2816,157
2817,164
2818,77
2819,67
2820,77
2821,164
2822,77
2823,164
2824,164
2825,77
2826,67
2827,164
2828,67
2829,171
2830,67
2831,67
2832,164
2833,77
2834,67
2835,67
2836,77
2837,77
2838,171
2839,77
2840,164
2841,77
2842,77
2843,30
2844,77
2845,77
2846,77
2847,77
2848,77
2849,77
2850,30
2851,171
2852,171
2853,199
2854,30
2855,30
2856,67
2857,30
2858,171
2859,30
2860,199
2861,171
2862,30
2863,171
2864,30
2865,171
2866,67
2867,67
2868,171
2869,30
2870,171
2871,67
2872,171
2873,30
2874,171
2875,171
2876,954
2877,196
2878,171
2879,59
2880,59
2881,196
2882,171
2883,59
2884,59
2885,171
2886,176
2887,171
2888,59
2889,67
2890,59
2891,171
2892,196
2893,67
2894,59
2895,59
2896,196
2897,171
2898,954
2899,171
2900,954
2901,954
2902,204
2903,171
2904,67
2905,954
2906,197
2907,954
2908,171
2909,197
2910,954
2911,171
2912,197
2913,67
2914,171
2915,67
2916,171
2917,67
2918,171
2920,197
2921,67
2922,197
2923,171
2924,67
2925,171
2926,197
2927,197
2928,195
2929,195
2930,206
2931,171
2932,202
2933,204
2934,21
2935,204
2936,21
2937,204
2938,171
2939,21
2940,171
2941,204
2942,171
2943,171
2944,30
2945,171
2946,204
2947,59
2948,204
2949,171
2950,204
2951,30
2952,202
2953,209
2954,209
2955,209
2956,30
2957,209
2958,209
2959,209
2960,209
2961,209
2962,30
2963,30
2964,30
2965,954
2966,954
2967,188
2968,954
2969,188
2970,954
2971,188
2972,954
2973,174
2975,954
2976,188
2977,954
2978,954
2979,188
2980,188
2981,954
2982,954
2983,188
2984,174
2985,954
2986,188
2987,174
2988,174
2989,954
2990,174
2991,176
2992,176
2993,176
2994,176
2995,176
2996,176
2997,176
2998,954
2999,176
3001,176
3002,954
3004,176
3005,176
3006,954
3007,176
3008,954
3009,954
3010,22
3011,22
3012,22
3013,22
3014,22
3015,22
3016,22
3017,144
3018,22
3019,22
3020,144
3021,22
3022,144
3023,144
3024,22
3025,22
3026,144
3027,22
3028,144
3029,144
3030,22
3031,144
3032,144
3033,22
3034,22
3035,22
3036,22
3037,22
3038,22
3039,22
3040,144
3041,144
3042,144
3043,144
3044,144
3045,22
3046,22
3047,22
3048,77
3049,77
3050,22
3051,77
3052,22
3053,77
3054,77
3055,22
3056,22
3057,77
3058,77
3059,22
3060,211
3061,211
3062,211
3063,211
3064,211
3065,213
3066,213
3067,67
3069,67
3070,67
3071,77
3072,77
3073,67
3074,77
3075,77
3076,67
3077,67
3078,204
3079,67
3080,159
3081,157
3082,67
3083,77
3084,77
3085,157
3086,77
3087,77
3088,159
3089,159
3090,204
3091,159
3092,171
3093,204
3094,27
3095,77
3096,159
3097,77
3098,159
3099,204
3100,159
3101,77
3102,159
3103,77
3104,171
3105,67
3106,159
3107,27
3108,159
3109,973
3110,27
3111,171
3112,218
3113,27
3114,27
3115,27
3116,30
3117,1232
3118,1232
3119,1232
3120,171
3121,164
3122,164
3123,195
3124,1232
3125,164
3126,30
3127,1232
3128,1232
3129,30
3130,1036
3131,171
3132,1232
3133,30
3134,1232
3135,1232
3136,1232
3137,1232
3138,222
3139,171
3140,1232
3141,222
3142,222
3143,1036
3144,1232
3145,222
3146,222
3147,1232
3148,222
3149,171
3150,67
3151,1232
3152,1036
3153,67
3154,1036
3155,164
3156,67
3157,1036
3158,171
3159,1036
3160,67
3161,67
3162,67
3163,224
3164,67
3165,67
3166,67
3167,67
3168,184
3169,67
3170,67
3171,67
3172,67
3173,67
3174,216
3176,67
3177,30
3178,30
3179,216
3180,30
3181,1232
3182,1232
3183,1232
3184,1232
3185,1232
3186,30
3187,1232
3188,1232
3189,1232
3190,1232
3191,1232
3192,30
3193,174
3194,174
3195,174
3196,174
3197,174
3198,174
3199,174
3200,188
3201,188
3202,188
3203,188
3204,188
3205,188
3206,188
3207,188
3208,188
3209,226
3210,226
3211,226
3212,226
3213,226
3214,226
3215,226
3216,226
3217,226
3218,226
3219,226
3220,226
3221,226
3222,226
3223,226
3224,226
3225,226
3226,226
3227,226
3228,226
3229,226
3230,226
3231,226
3232,226
3233,226
3234,226
3235,226
3236,226
3237,226
3238,228
3239,228
3240,228
3241,228
3242,228
3243,228
3244,228
3245,228
