CDPHId,PrimaryCategoryId,SubCategoryId
11095,106,107
11096,90,92
11096,106,107
11097,90,92
11098,44,48
11099,44,48
11099,44,49
11100,44,49
11101,44,50
11102,90,102
11103,90,102
11104,90,102
11105,90,102
11106,106,107
11107,44,50
11108,44,50
11109,44,49
11110,44,51
11111,44,48
11112,44,52
11113,44,46
11114,44,49
11115,59,65
11116,18,25
11117,90,92
11117,90,102
11118,90,95
11119,90,92
11119,90,102
11120,90,92
11120,90,102
11121,90,92
11121,90,102
11122,90,92
11122,90,102
11123,90,92
11123,90,102
11124,18,20
11124,18,26
11125,90,92
11125,90,95
11125,90,102
11126,90,92
11126,90,102
11127,90,92
11127,90,95
11127,90,102
11128,90,92
11128,106,107
11129,90,92
11135,90,92
11135,90,102
11136,90,92
11137,18,25
11138,18,25
11139,18,25
11140,18,25
11141,18,25
11142,6,159
11143,18,25
11146,90,102
11147,90,102
11148,90,102
11149,44,46
11150,6,7
11151,106,107
11152,106,107
11153,18,27
11154,74,170
11155,59,168
11156,59,168
11157,59,168
11158,59,168
11159,59,168
11160,74,170
11161,74,170
11162,6,9
11163,6,9
11164,6,9
11165,6,9
11166,6,9
11167,6,9
11168,6,9
11169,6,9
11170,6,9
11171,6,9
11172,6,9
11173,6,9
11174,6,9
11175,6,9
11176,6,9
11177,6,9
11178,6,9
11179,6,9
11180,6,9
11181,6,9
11182,6,9
11183,32,171
11184,6,9
11185,6,9
11186,32,171
11187,32,171
11188,6,9
11189,32,171
11190,32,171
11191,6,159
11192,32,171
11193,6,159
11194,6,159
11195,6,159
11196,6,159
11197,6,159
11198,6,159
11199,6,159
11200,6,159
11201,6,159
11202,6,159
11203,6,159
11204,6,159
11205,6,159
11206,6,159
11207,6,9
11208,6,9
11209,6,9
11210,6,159
11211,6,159
11212,6,159
11213,6,159
11214,6,159
11215,6,9
11216,6,9
11217,6,9
11218,6,9
11219,6,9
11220,6,9
11221,6,159
11222,6,159
11223,6,159
11224,6,159
11225,6,159
11228,59,168
11229,59,168
11230,59,168
11231,59,168
11232,59,168
11233,59,168
11234,59,168
11235,59,168
11236,59,168
11237,59,168
11238,59,168
11239,59,60
11240,59,60
11242,6,166
11243,6,159
11244,6,159
11245,44,52
11246,44,48
11247,44,48
11248,44,48
11249,44,48
11250,44,48
11251,44,48
11252,44,48
11253,44,48
11254,44,48
11255,44,48
11256,44,48
11257,44,48
11258,44,48
11259,44,48
11260,44,48
11261,44,48
11262,44,48
11263,18,26
11264,18,26
11265,90,94
11266,90,94
11267,90,94
11268,18,26
11270,44,50
11270,106,107
11271,44,50
11271,106,107
11272,44,50
11272,106,107
11273,44,52
11274,59,168
11275,44,52
11276,44,52
11277,44,52
11278,59,168
11279,44,53
11280,44,53
11281,59,168
11282,44,53
11283,44,53
11284,44,53
11285,59,168
11286,59,168
11287,59,168
11288,59,168
11289,59,168
11290,59,168
11291,59,168
11292,59,168
11293,59,168
11294,59,168
11295,59,168
11296,59,168
11297,59,60
11298,59,168
11299,59,168
11300,59,168
11301,59,168
11302,59,60
11303,59,60
11304,59,60
11305,59,60
11306,59,168
11307,59,168
11308,59,168
11309,59,60
11310,90,94
11311,90,102
11312,90,95
11313,44,49
11314,6,159
11315,44,51
11316,59,168
11317,59,168
11318,59,168
11319,59,168
11321,59,168
11322,59,168
11323,59,168
11324,59,168
11325,59,168
11326,59,168
11327,59,168
11328,59,168
11329,59,168
11330,59,168
11331,59,168
11332,59,168
11333,59,168
11334,59,168
11335,59,168
11336,59,168
11337,6,7
11338,106,107
11339,106,107
11340,106,107
11341,90,95
11342,18,25
11343,59,168
11344,59,168
11345,59,168
11346,59,168
11347,59,168
11348,59,168
11349,59,168
11350,59,168
11351,59,168
11352,59,168
11353,59,168
11354,59,168
11355,59,168
11356,59,168
11357,59,168
11358,59,168
11359,59,168
11360,59,168
11361,59,168
11362,59,168
11363,59,168
11364,59,168
11365,59,168
11366,59,168
11367,59,168
11368,6,166
11369,59,168
11370,106,107
11371,59,168
11372,59,168
11373,59,168
11374,59,168
11375,59,168
11376,59,168
11377,59,168
11378,59,168
11379,59,168
11380,59,168
11381,59,168
11382,59,168
11383,59,168
11384,59,168
11385,90,100
11386,59,168
11387,59,168
11388,59,168
11389,59,168
11390,74,81
11391,59,168
11392,90,95
11393,59,168
11394,90,92
11395,59,168
11396,59,168
11397,59,168
11398,106,107
11399,59,168
11400,90,95
11401,59,168
11402,6,166
11403,59,168
11404,90,93
11405,90,95
11406,90,102
11407,6,166
11408,59,60
11409,59,60
11410,6,159
11411,6,9
11412,106,107
11413,59,163
11414,59,163
11415,59,163
11416,90,161
11417,90,93
11418,44,51
11419,6,9
11420,90,102
11420,106,107
11421,90,95
11422,90,102
11422,106,107
11423,90,102
11423,106,107
11424,90,102
11424,106,107
11425,44,50
11425,106,107
11426,44,50
11427,90,102
11427,106,107
11428,6,159
11429,90,102
11430,6,166
11431,90,95
11432,90,95
11433,90,95
11434,90,95
11435,90,93
11436,90,95
11437,90,102
11438,106,107
11439,106,107
11440,6,166
11441,106,107
11442,74,77
11443,32,171
11444,32,171
11445,32,171
11446,32,171
11447,32,171
11448,6,159
11453,6,7
11459,90,93
11460,90,93
11461,90,102
11462,90,95
11463,90,102
11464,90,102
11465,90,95
11466,90,102
11467,6,159
11468,6,166
11469,90,102
11470,82,83
11471,90,102
11472,90,102
11473,90,102
11474,90,95
11475,90,95
11476,90,95
11477,90,102
11478,90,102
11479,106,107
11480,106,107
11481,106,107
11482,106,107
11483,106,107
11484,106,107
11485,106,107
11486,90,102
11486,106,107
11487,106,107
11488,18,25
11489,106,107
11490,18,21
11491,32,38
11492,18,20
11493,32,38
11494,18,21
11495,90,161
11497,90,97
11498,90,102
11499,90,161
11500,90,161
11501,90,102
11502,90,97
11503,90,102
11505,44,49
11507,44,53
11508,44,58
11509,44,53
11510,44,53
11511,90,102
11512,6,159
11513,6,159
11514,6,159
11515,90,102
11516,106,107
11518,90,93
11520,90,102
11521,44,45
11522,90,92
11523,90,92
11524,6,159
11525,18,21
11525,90,95
11526,44,49
11526,90,98
11528,44,51
11529,90,98
11530,90,98
11531,90,98
11532,18,25
11533,44,172
11534,6,159
11535,18,25
11536,1,3
11536,1,158
11537,6,159
11538,6,166
11539,90,93
11540,18,25
11541,18,25
11542,6,159
11543,6,9
11544,18,25
11545,6,159
11546,6,159
11547,59,65
11548,6,159
11549,44,48
11550,6,9
11551,44,48
11552,6,159
11553,6,159
11561,44,48
11576,44,52
11577,106,107
11578,90,105
11579,90,95
11580,18,25
11581,59,168
11582,18,25
11583,18,25
11584,59,168
11585,59,168
11586,59,168
11587,59,168
11588,44,52
11589,59,168
11590,59,168
11591,59,168
11592,59,168
11593,59,168
11594,59,168
11595,44,52
11596,6,159
11597,74,81
11598,74,81
11599,12,14
11600,12,14
11601,44,48
11602,44,50
11602,106,107
11603,44,53
11604,44,53
11605,44,50
11605,106,107
11606,44,53
11607,44,48
11608,44,48
11609,44,45
11610,44,48
11611,44,50
11611,106,107
11612,44,162
11613,44,45
11614,44,46
11615,44,162
11616,44,51
11617,6,159
11618,6,159
11619,6,159
11620,6,159
11621,44,52
11622,44,52
11623,90,95
11624,6,159
11625,18,25
11626,90,102
11627,90,92
11628,90,93
11630,44,51
11630,106,107
11635,44,48
11636,44,50
11637,44,45
11638,44,49
11639,44,50
11651,90,102
11653,44,53
11655,44,45
11656,18,21
11657,106,107
11658,90,102
11659,18,26
11660,90,102
11661,18,25
11662,18,25
11663,1,4
11663,106,107
11664,18,25
11665,1,4
11665,106,107
11666,1,4
11666,106,107
11667,18,25
11668,59,65
11669,59,65
11671,6,159
11672,44,52
11673,44,52
11675,44,52
11676,44,52
11677,44,52
11678,6,9
11678,6,159
11679,6,9
11679,6,159
11680,90,93
11681,18,25
11682,6,9
11682,6,159
11683,90,93
11684,6,159
11685,90,92
11685,106,107
11686,90,92
11687,90,91
11688,44,50
11689,44,45
11690,44,50
11690,106,107
11691,44,49
11691,106,107
11692,44,52
11692,106,107
11693,44,50
11693,106,107
11694,44,49
11694,106,107
11695,59,65
11696,59,65
11697,44,49
11698,59,65
11699,59,65
11700,59,67
11701,44,50
11701,106,107
11702,44,52
11703,44,45
11704,44,162
11705,44,162
11706,44,52
11707,44,162
11708,44,46
11709,44,49
11710,59,65
11711,44,45
11712,44,46
11713,44,51
11715,90,100
11716,90,102
11717,18,25
11718,90,97
11718,90,100
11719,18,26
11720,18,26
11721,90,100
11722,90,161
11723,18,31
11724,90,92
11724,90,102
11725,90,161
11726,90,92
11727,90,92
11728,90,92
11729,59,60
11730,6,159
11731,90,102
11732,90,102
11733,18,21
11734,90,102
11736,59,60
11737,90,93
11738,44,46
11739,90,93
11740,44,46
11741,44,52
11742,90,93
11743,59,60
11744,44,162
11745,90,93
11747,59,60
11748,59,60
11749,44,48
11750,59,60
11751,44,46
11752,44,46
11753,59,60
11754,44,52
11755,44,162
11757,59,60
11758,59,60
11759,18,25
11760,59,60
11761,59,60
11762,44,52
11764,44,52
11765,44,52
11766,44,52
11767,44,52
11768,44,52
11769,44,52
11770,44,49
11771,44,52
11772,44,52
11773,44,48
11775,44,52
11776,90,93
11777,44,52
11778,44,48
11780,44,46
11781,44,46
11782,44,48
11784,44,48
11786,44,162
11787,44,52
11789,44,162
11790,44,52
11791,44,52
11792,44,52
11794,44,52
11795,44,48
11796,44,52
11798,44,52
11799,44,49
11801,44,52
11804,44,51
11807,44,52
11810,44,52
11811,44,52
11816,90,102
11818,90,100
11820,59,65
11822,90,102
11823,90,102
11823,90,103
11824,59,65
11825,59,65
11826,59,61
11827,59,61
11828,59,65
11829,44,50
11830,44,49
11832,90,91
11836,44,52
11845,44,48
11847,59,61
11848,59,65
11856,59,65
11857,59,65
11858,59,65
11859,59,65
11860,59,65
11861,59,65
11862,59,65
11863,59,65
11864,59,65
11865,59,65
11866,59,63
11867,59,63
11868,59,65
11869,59,65
11870,59,65
11871,59,65
11872,59,65
11873,59,65
11874,59,65
11875,59,65
11876,59,65
11877,59,65
11878,59,65
11879,59,65
11880,59,63
11881,59,65
11882,59,65
11883,59,65
11884,59,65
11885,44,52
11886,44,50
11887,44,52
11888,44,52
11889,44,49
11890,44,53
11891,44,48
11892,106,107
11893,44,50
11894,44,50
11895,44,46
11896,44,46
11897,44,46
11898,44,53
11899,44,49
11900,44,46
11901,90,93
11902,6,159
11903,6,159
11907,90,92
11908,90,93
11909,90,93
11910,90,102
11911,59,65
11912,59,65
11913,59,65
11914,59,65
11915,59,61
11917,59,60
11918,32,35
11919,59,60
11920,90,102
11920,106,107
11921,59,60
11922,90,92
11924,44,50
11925,44,48
11932,18,25
11934,6,159
11939,44,48
11940,44,50
11941,44,48
11943,106,107
11947,44,52
11949,44,45
11950,44,162
11955,90,102
11956,59,65
11957,59,65
11958,59,65
11959,6,166
11960,59,63
11962,6,166
11963,90,102
11964,90,105
11968,90,102
11969,44,49
11970,44,50
11971,44,45
11972,44,48
11973,44,48
11974,44,162
11975,44,162
11976,44,162
11977,44,53
11978,44,53
11979,44,52
11980,44,52
11981,44,46
11982,44,53
11983,59,65
11984,59,65
11985,59,65
11986,59,65
11987,59,65
11988,44,49
11989,44,45
11990,44,52
11991,44,52
11992,44,53
11993,44,46
11994,44,46
11995,44,162
11996,44,46
11997,44,48
11998,44,48
11999,44,48
12000,59,65
12001,18,25
12002,18,25
12003,18,25
12005,18,25
12006,18,25
12007,59,65
12008,59,65
12009,59,61
12010,59,65
12011,59,65
12012,59,61
12013,59,65
12014,59,65
12015,59,65
12016,90,91
12017,44,46
12022,74,170
12024,68,69
12025,68,69
12026,68,69
12027,6,159
12030,74,170
12031,74,170
12035,18,26
12036,106,108
12037,44,51
12038,18,26
12039,90,102
12042,18,26
12044,90,102
12045,18,26
12051,90,95
12052,44,50
12053,44,52
12054,90,94
12055,18,25
12056,90,94
12057,90,94
12058,90,94
12059,90,94
12060,90,92
12061,90,94
12062,90,94
12063,90,94
12064,18,25
12065,90,92
12065,90,102
12066,18,25
12067,18,25
12068,18,25
12071,106,108
12076,44,51
12079,90,102
12080,106,108
12088,6,9
12105,44,48
12124,90,102
12129,44,52
12146,44,46
12147,18,25
12148,18,25
12149,18,25
12150,18,25
12151,18,25
12152,18,25
12153,18,25
12154,18,25
12155,18,25
12156,18,25
12157,18,25
12158,18,25
12159,18,25
12160,18,25
12161,18,25
12162,18,25
12163,18,25
12164,18,25
12165,18,25
12166,6,9
12167,59,65
12168,82,86
12168,90,102
12169,18,25
12170,74,170
12171,44,53
12172,74,170
12175,74,170
12176,90,102
12177,90,102
12177,74,170
12179,90,102
12179,74,170
12181,90,102
12182,6,159
12183,6,159
12184,6,7
12185,6,9
12188,44,45
12189,82,83
12190,90,102
12191,82,83
12193,12,165
12194,90,102
12195,6,159
12196,90,102
12198,6,159
12199,90,102
12200,82,83
12201,90,102
12203,18,25
12204,18,25
12206,90,93
12210,68,71
12215,74,81
12216,74,81
12217,74,81
12218,74,81
12219,74,81
12220,74,81
12221,74,81
12222,90,102
12223,18,25
12224,6,159
12225,18,25
12226,90,102
12226,106,107
12227,90,95
12230,44,53
12233,44,50
12235,44,51
12237,90,91
12238,90,91
12241,90,100
12244,18,25
12245,90,102
12246,44,162
12248,90,91
12248,90,93
12250,90,92
12250,90,102
12250,106,107
12260,90,95
12261,90,93
12262,90,95
12263,90,95
12264,90,95
12265,90,95
12266,44,52
12267,44,52
12269,90,95
12270,90,95
12271,90,95
12272,44,50
12273,44,50
12274,44,46
12275,44,50
12276,44,49
12277,44,49
12278,44,48
12279,44,162
12280,44,50
12281,44,50
12282,44,50
12283,44,49
12284,44,49
12285,44,50
12286,44,48
12287,44,48
12288,44,46
12289,44,52
12290,44,51
12291,44,57
12292,44,46
12293,82,86
12294,18,25
12298,32,36
12299,32,36
12300,90,97
12300,90,102
12302,90,92
12302,90,102
12303,90,100
12304,106,107
12305,106,107
12306,90,92
12307,90,95
12308,90,102
12309,90,95
12310,90,102
12311,90,102
12312,90,95
12313,90,102
12314,18,25
12315,90,102
12316,18,25
12317,90,102
12318,90,102
12319,44,46
12320,6,159
12321,44,49
12323,44,49
12326,6,166
12328,6,9
12330,59,65
12332,90,102
12335,12,16
12337,106,107
12339,90,102
12340,90,102
12341,44,52
12342,44,52
12343,44,52
12345,44,58
12346,90,102
12348,90,102
12349,18,26
12350,44,52
12351,106,108
12352,59,61
12353,82,86
12355,44,52
12356,106,107
12357,18,26
12358,106,107
12358,106,108
12359,106,107
12359,106,108
12361,18,26
12362,18,26
12363,18,26
12365,90,102
12366,59,65
12367,90,102
12368,90,102
12370,90,102
12371,90,93
12372,90,93
12374,90,102
12375,6,159
12376,59,65
12381,59,65
12383,59,65
12384,90,105
12385,59,65
12386,6,159
12387,59,61
12388,59,65
12389,106,107
12390,106,107
12391,106,107
12392,106,107
12393,106,107
12394,106,107
12395,106,107
12396,106,107
12397,106,107
12398,106,107
12399,106,107
12400,106,107
12401,106,107
12402,106,107
12403,106,107
12404,106,107
12405,90,92
12408,90,102
12415,6,7
12416,44,58
12418,12,16
12421,12,16
12422,6,9
12427,12,16
12428,74,81
12435,74,81
12436,44,58
12437,32,36
12439,90,102
12440,90,93
12441,90,102
12444,59,65
12445,90,93
12446,44,162
12447,44,162
12448,59,65
12449,59,65
12450,59,65
12451,59,65
12452,44,50
12453,59,65
12454,59,65
12455,59,65
12456,59,65
12458,59,65
12459,59,65
12460,44,50
12461,44,48
12462,44,45
12463,44,45
12464,44,46
12465,44,48
12466,44,46
12467,44,46
12468,44,48
12468,44,49
12469,6,159
12470,44,53
12471,44,52
12472,6,159
12474,44,53
12475,44,53
12476,6,159
12478,90,93
12479,6,159
12480,90,102
12481,59,65
12482,90,95
12483,90,93
12484,90,91
12485,59,61
12486,59,60
12487,90,102
12488,18,21
12488,18,25
12488,32,36
12490,44,48
12491,90,95
12492,44,45
12492,44,48
12493,90,102
12494,44,48
12495,90,93
12497,90,92
12498,90,92
12498,90,100
12499,90,93
12500,90,92
12501,44,46
12502,44,50
12504,44,53
12505,44,53
12506,44,46
12508,106,107
12509,44,51
12509,106,107
12510,106,107
12511,106,107
12512,106,107
12513,90,98
12514,90,98
12515,106,107
12516,106,107
12517,106,107
12518,90,98
12519,90,98
12520,90,98
12521,106,107
12522,90,98
12523,90,98
12524,90,98
12525,90,102
12526,44,48
12533,90,102
12534,12,16
12535,90,93
12536,6,159
12537,82,86
12538,106,107
12539,106,107
12540,106,107
12541,44,52
12541,44,58
12542,90,102
12543,44,52
12544,90,93
12546,90,102
12547,106,107
12548,106,107
12549,106,107
12550,68,69
12552,90,98
12552,106,107
12554,44,52
12555,6,166
12556,12,16
12557,90,102
12558,90,102
12559,74,81
12560,74,81
12561,6,166
12562,90,93
12563,74,81
12569,44,52
12570,44,162
12571,44,52
12572,44,46
12573,44,52
12579,44,162
12583,44,48
12584,18,25
12585,44,162
12586,90,93
12587,90,93
12588,44,162
12589,90,94
12590,44,162
12591,90,94
12592,90,94
12593,90,94
12595,90,94
12596,90,93
12598,18,25
12599,18,25
12601,44,45
12602,90,93
12604,90,92
12604,90,102
12605,6,159
12606,44,49
12607,44,52
12608,44,52
12609,90,92
12609,90,102
12610,44,46
12611,44,51
12612,90,92
12612,90,102
12613,44,45
12614,90,92
12614,90,97
12614,90,102
12616,90,92
12616,90,102
12617,44,45
12618,90,102
12618,106,109
12619,90,102
12619,106,107
12619,6,166
12620,44,162
12621,106,109
12622,44,51
12624,106,107
12624,106,109
12626,44,162
12628,44,52
12629,90,102
12629,106,109
12630,44,52
12631,44,53
12632,44,48
12634,44,52
12635,44,45
12637,44,53
12638,44,52
12641,44,52
12642,44,51
12643,44,51
12648,90,93
12650,90,93
12651,106,107
12652,6,159
12653,90,102
12654,106,108
12654,106,109
12655,90,102
12656,106,109
12657,90,102
12658,106,107
12659,90,92
12659,90,102
12660,18,25
12661,44,45
12661,106,107
12664,6,159
12666,6,159
12667,18,25
12668,90,102
12669,6,159
12670,6,159
12671,18,25
12673,18,25
12674,18,25
12675,44,48
12677,44,52
12678,6,166
12679,44,52
12680,44,52
12681,44,49
12682,59,67
12683,90,93
12684,59,65
12685,44,48
12686,90,93
12687,90,93
12688,44,162
12689,90,93
12690,44,49
12691,44,46
12692,59,65
12693,18,25
12695,59,65
12696,6,159
12697,6,159
12698,90,93
12699,59,65
12700,44,52
12701,44,52
12702,90,93
12703,90,93
12703,74,170
12704,59,65
12705,6,159
12706,90,93
12707,18,25
12708,6,159
12709,6,159
12710,18,25
12711,18,25
12712,6,159
12713,18,25
12714,6,159
12715,18,25
12716,6,159
12719,44,48
12720,44,48
12721,44,48
12721,44,52
12722,44,49
12723,44,52
12726,90,102
12728,90,102
12729,90,102
12736,44,49
12739,44,50
12740,44,46
12741,44,48
12742,44,52
12743,44,53
12744,44,48
12746,44,53
12747,44,51
12749,44,52
12750,90,93
12751,90,93
12752,44,46
12753,6,159
12757,18,25
12758,6,159
12760,32,38
12761,90,93
12762,90,93
12763,44,50
12763,106,107
12765,90,93
12766,90,93
12768,6,159
12772,90,93
12773,44,52
12774,12,13
12774,12,16
12776,44,48
12777,90,93
12780,90,93
12781,44,46
12785,106,108
12786,44,48
12788,18,25
12789,44,53
12790,44,46
12791,44,162
12794,44,50
12797,44,53
12798,90,104
12799,90,102
12800,44,58
12802,32,36
12803,32,36
12804,6,159
12805,74,170
12806,6,159
12807,6,159
12808,6,159
12809,74,170
12812,44,52
12814,44,53
12814,106,107
12815,82,83
12816,6,159
12817,6,159
12818,6,159
12819,6,159
12820,6,159
12821,6,159
12823,44,52
12826,90,102
12827,90,102
12828,90,102
12829,90,102
12832,90,92
12833,6,159
12834,6,159
12835,90,93
12836,90,92
12836,90,102
12836,106,107
12837,90,93
12837,6,159
12838,18,25
12841,18,25
12843,44,52
12844,82,83
12845,44,45
12845,44,46
12845,44,48
12845,44,50
12845,44,52
12846,90,102
12847,44,48
12848,90,101
12851,44,45
12852,6,166
12853,44,48
12855,90,95
12856,44,48
12857,90,98
12858,90,98
12860,90,102
12861,44,52
12861,44,53
12863,12,16
12863,44,58
12864,44,48
12866,6,9
12866,6,159
12867,44,45
12867,44,48
12872,44,50
12873,44,49
12874,90,93
12878,90,93
12883,106,108
12887,90,102
12890,6,7
12891,90,102
12892,12,164
12893,6,166
12896,18,169
12897,106,108
12899,106,108
12900,44,48
12901,18,26
12904,44,51
12905,44,50
12906,44,50
12906,106,107
12907,44,51
12907,106,107
12908,106,107
12909,90,92
12910,90,92
12911,90,100
12912,90,92
12913,44,50
12914,44,50
12915,82,86
12916,44,52
12919,12,165
12920,18,25
12921,90,102
12923,18,25
12924,44,52
12926,18,25
12927,90,102
12928,18,25
12932,18,25
12933,44,51
12934,18,20
12935,18,25
12937,90,161
12939,90,102
12941,90,93
12942,18,25
12943,44,51
12944,90,92
12947,44,48
12948,18,25
12950,44,48
12953,90,95
12954,44,51
12954,106,107
12955,44,50
12957,90,102
12958,32,38
12961,32,38
12962,44,48
12964,44,48
12965,44,48
12966,44,50
12968,44,50
12969,44,50
12970,44,50
12972,44,50
12973,44,50
12974,44,50
12976,90,102
12977,90,102
12978,59,65
12979,90,102
12980,44,45
12981,90,102
12982,44,52
12983,44,52
12984,44,49
12985,44,50
12986,59,65
12987,44,48
12988,44,48
12989,59,65
12990,44,45
12991,44,48
12992,44,46
12992,44,48
12993,44,48
12994,44,46
12994,44,48
12995,44,162
12996,44,52
12997,44,52
12997,44,53
12998,59,65
12999,44,45
13000,44,48
13001,59,65
13002,44,52
13003,44,52
13004,44,52
13005,44,52
13006,44,52
13007,44,53
13008,44,52
13009,44,162
13010,44,48
13011,44,48
13012,44,48
13013,44,48
13014,44,49
13015,44,45
13016,44,53
13017,44,46
13018,44,46
13019,44,53
13020,44,48
13021,59,65
13022,59,61
13023,90,102
13025,6,159
13026,90,102
13027,18,25
13028,106,107
13029,90,102
13030,90,100
13031,90,102
13032,106,107
13033,90,102
13033,106,108
13034,106,108
13035,106,107
13036,106,107
13037,90,102
13038,106,107
13039,90,102
13040,106,107
13041,90,102
13042,90,102
13043,90,95
13044,90,92
13045,90,102
13046,90,102
13047,44,51
13048,90,93
13049,90,95
13050,90,100
13051,90,102
13052,90,100
13053,90,102
13060,90,102
13063,90,102
13072,6,159
13073,6,159
13074,90,102
13076,90,102
13083,90,102
13088,90,102
13090,90,102
13094,90,102
13097,18,25
13101,32,42
13105,90,102
13107,32,42
13108,90,102
13111,90,102
13113,90,102
13115,18,25
13116,90,102
13119,90,102
13120,90,102
13122,90,102
13150,18,25
13153,18,25
13155,12,13
13156,32,35
13163,32,39
13168,18,25
13169,18,26
13170,18,25
13171,18,21
13172,18,25
13174,18,21
13176,18,26
13179,18,26
13180,18,26
13181,18,26
13182,18,21
13188,90,102
13191,44,45
13192,44,50
13193,44,52
13194,44,53
13195,59,65
13195,59,66
13196,44,46
13197,44,46
13198,44,52
13199,44,53
13200,90,102
13201,90,102
13202,44,52
13203,90,102
13204,90,102
13207,90,102
13208,90,102
13209,90,102
13210,90,102
13211,59,65
13212,90,102
13213,90,102
13214,90,102
13215,90,102
13217,90,102
13218,90,102
13219,90,102
13220,90,102
13221,90,102
13222,90,102
13223,90,102
13224,90,102
13225,90,102
13252,32,35
13253,44,49
13253,44,50
13257,74,170
13258,74,170
13262,44,46
13263,90,93
13267,44,52
13268,44,52
13269,44,46
13272,106,107
13273,68,69
13275,90,95
13276,90,161
13277,44,48
13277,44,50
13277,44,52
13277,44,53
13277,44,56
13278,44,50
13279,44,49
13280,44,49
13281,44,52
13281,44,53
13282,44,46
13283,44,48
13284,44,48
13284,44,49
13285,44,45
13286,44,49
13287,44,48
13288,44,53
13289,44,45
13289,44,48
13289,44,50
13290,90,102
13291,44,53
13292,44,45
13293,44,53
13294,44,48
13295,44,46
13296,44,50
13297,44,48
13298,44,52
13299,90,92
13301,18,25
13304,6,159
13305,44,50
13306,90,101
13308,18,25
13309,44,52
13310,106,107
13311,90,93
13312,106,107
13313,44,52
13314,44,52
13315,106,107
13316,44,52
13317,106,107
13318,44,52
13319,6,159
13320,44,52
13322,44,45
13323,44,45
13325,44,45
13326,44,45
13335,44,49
13341,106,107
13344,106,107
13347,106,107
13348,18,169
13350,106,107
13354,18,169
13358,90,102
13374,18,27
13380,44,49
13383,90,102
13384,6,159
13399,6,159
13402,6,159
13403,12,14
13404,18,25
13409,6,159
13413,6,159
13415,32,171
13416,90,93
13419,32,171
13420,32,171
13421,32,171
13422,32,171
13423,18,169
13424,18,169
13425,18,169
13426,18,169
13427,18,25
13427,18,169
13428,18,169
13429,18,169
13430,18,169
13432,18,169
13433,18,169
13434,18,169
13435,18,25
13435,18,169
13436,18,169
13437,44,52
13438,18,25
13444,59,65
13445,44,50
13446,44,48
13449,44,46
13451,44,46
13452,44,46
13453,44,46
13454,44,46
13455,44,46
13456,44,46
13457,44,46
13458,44,46
13460,44,46
13461,44,46
13462,44,46
13463,44,46
13464,44,46
13465,44,46
13466,44,46
13467,44,46
13468,44,46
13469,44,46
13470,44,46
13472,44,46
13473,44,46
13474,44,46
13475,44,46
13476,44,46
13477,90,102
13478,44,46
13479,90,102
13480,44,46
13481,90,102
13482,44,46
13483,44,46
13484,90,102
13485,44,46
13486,90,95
13487,44,46
13488,90,102
13489,44,46
13490,90,102
13491,44,46
13492,44,46
13493,90,102
13494,44,46
13495,90,102
13496,44,46
13497,44,53
13498,90,102
13499,44,53
13500,44,53
13501,90,102
13502,44,53
13503,44,51
13504,44,53
13505,44,50
13506,44,50
13507,44,53
13508,44,50
13509,44,46
13510,44,53
13511,44,50
13512,44,53
13513,44,53
13514,44,53
13515,44,50
13516,44,45
13516,44,49
13517,44,50
13518,44,50
13519,90,95
13520,44,50
13521,44,46
13522,44,50
13523,44,46
13524,44,46
13525,90,92
13525,90,95
13526,44,50
13527,44,50
13528,90,95
13528,90,101
13528,90,102
13529,44,49
13530,90,103
13531,44,50
13532,90,102
13532,90,103
13533,44,50
13535,44,53
13540,44,53
13544,44,52
13547,44,52
13548,44,46
13550,44,46
13551,44,46
13552,44,46
13553,59,65
13554,44,46
13555,44,46
13556,44,46
13557,44,46
13558,90,91
13559,44,46
13564,44,53
13578,44,52
13582,44,52
13587,6,159
13612,6,159
13617,6,159
13618,74,170
13619,6,159
13620,74,170
13622,74,170
13623,74,170
13624,6,9
13625,74,170
13626,74,170
13628,44,49
13628,44,50
13629,44,45
13630,44,45
13632,44,45
13635,44,45
13638,44,45
13639,44,45
13640,44,45
13641,44,45
13642,44,52
13643,44,52
13644,6,159
13647,6,159
13648,59,61
13650,44,46
13650,44,48
13652,90,102
13652,6,159
13653,90,91
13653,90,93
13654,18,21
13654,32,34
13654,32,36
13655,6,159
13656,90,91
13656,90,93
13657,90,103
13658,44,46
13660,90,91
13660,90,93
13661,90,102
13662,90,91
13662,90,93
13663,44,46
13664,44,49
13664,106,108
13666,68,69
13667,90,97
13668,44,50
13669,6,159
13670,90,103
13671,44,46
13672,44,48
13673,44,172
13675,6,159
13677,6,159
13679,6,159
13680,44,49
13680,44,50
13681,6,159
13682,44,49
13682,44,50
13683,6,159
13684,44,50
13685,68,69
13686,6,159
13687,6,159
13688,6,159
13691,68,69
13692,90,102
13693,90,91
13695,90,93
13696,90,102
13697,90,97
13698,90,102
13699,90,161
13701,90,102
13702,90,102
13703,90,102
13704,44,48
13706,44,46
13707,44,52
13709,6,9
13710,44,53
13712,44,53
13714,44,50
13715,44,50
13718,44,49
13719,44,56
13720,106,108
13723,6,159
13724,90,93
13725,6,159
13726,44,52
13726,106,107
13727,90,93
13728,44,52
13728,106,107
13730,106,107
13731,44,52
13732,44,52
13734,6,159
13735,90,102
13740,44,50
13741,90,93
13742,44,50
13744,90,93
13745,44,50
13746,90,93
13747,44,50
