CDPHId,PrimaryCategoryId,SubCategoryId
822,59,65
823,59,65
824,59,65
825,59,65
826,59,65
827,59,65
828,59,65
829,59,65
830,59,65
831,59,65
832,59,65
833,59,65
834,59,65
837,90,102
842,90,102
846,6,159
847,18,26
855,44,52
856,44,52
857,90,102
858,6,9
858,18,25
858,6,159
859,6,9
859,18,25
859,6,159
860,44,49
860,106,107
861,90,102
862,90,92
862,90,102
862,106,107
863,44,49
864,90,102
865,90,102
865,106,107
866,90,102
866,106,107
867,44,50
867,106,107
872,90,102
873,6,159
875,6,159
879,6,159
880,6,159
881,90,102
882,6,159
883,90,102
885,59,65
886,59,65
887,59,65
888,59,65
889,59,65
890,59,65
891,59,65
892,59,65
893,59,65
894,59,65
895,59,65
896,59,65
897,59,65
898,59,65
899,59,65
900,59,65
901,59,61
902,59,67
903,59,67
910,90,102
911,90,102
912,6,159
913,6,159
917,6,159
918,90,102
919,90,102
920,90,102
924,6,159
926,90,102
929,18,26
930,90,102
931,106,107
932,90,95
938,44,46
940,44,162
942,90,102
943,90,102
944,90,102
945,90,102
946,90,91
946,90,102
947,90,102
960,44,46
960,44,48
961,90,102
962,90,102
963,90,102
965,106,107
967,90,102
967,106,107
969,44,50
975,90,92
975,90,102
980,90,92
980,90,102
985,90,102
986,44,50
986,106,107
987,44,50
987,106,107
988,44,49
988,44,50
988,106,107
989,44,49
990,90,102
991,44,45
992,90,102
993,90,102
993,106,107
994,90,97
997,90,102
998,90,102
998,106,107
1000,44,49
1002,90,102
1002,106,107
1003,90,102
1004,90,102
1005,90,93
1006,44,46
1007,90,102
1007,106,107
1009,90,102
1010,44,50
1011,44,46
1012,44,162
1013,44,162
1014,44,162
1015,44,52
1016,44,52
1017,44,52
1018,44,52
1019,44,52
1020,44,53
1021,44,53
1022,44,51
1023,90,91
1024,90,98
1025,106,109
1026,44,58
1027,90,102
1028,90,102
1029,90,103
1030,90,95
1031,90,102
1032,90,95
1033,90,92
1034,44,45
1035,44,45
1036,44,45
1037,44,45
1038,44,45
1039,44,45
1040,44,45
1041,44,45
1042,44,45
1043,44,45
1044,44,45
1045,44,45
1046,44,45
1047,44,45
1048,44,45
1049,44,45
1050,44,45
1051,44,45
1052,44,45
1053,44,45
1054,44,50
1055,44,50
1056,44,50
1057,44,50
1058,44,50
1059,44,50
1060,44,50
1061,44,50
1062,44,50
1063,44,50
1064,44,50
1065,59,60
1065,59,168
1066,44,45
1067,44,49
1068,44,49
1069,44,49
1070,59,60
1070,59,168
1071,59,60
1072,59,60
1074,59,60
1077,59,60
1080,59,60
1083,59,60
1085,59,60
1087,90,102
1087,106,107
1090,90,91
1091,90,102
1092,90,102
1093,59,60
1094,59,60
1095,59,60
1096,59,60
1097,32,35
1098,32,35
1099,32,35
1100,32,35
1101,32,35
1102,32,35
1103,32,35
1104,32,35
1105,59,60
1106,59,60
1107,59,60
1109,90,92
1110,90,91
1111,90,95
1112,90,92
1112,90,102
1113,90,95
1114,90,102
1115,90,92
1115,90,102
1116,90,92
1116,90,97
1116,90,102
1117,44,52
1118,44,52
1119,44,53
1120,44,49
1121,44,46
1121,44,48
1122,44,46
1122,44,48
1123,44,46
1123,44,48
1124,44,52
1125,44,51
1126,90,102
1127,59,60
1128,90,102
1129,59,60
1130,59,60
1131,90,93
1132,59,60
1133,59,60
1134,68,69
1135,59,60
1136,59,60
1137,59,60
1138,59,60
1139,59,60
1140,18,26
1141,18,26
1142,32,35
1147,59,67
1148,59,61
1149,59,67
1150,59,67
1151,59,60
1152,59,60
1153,59,65
1154,59,65
1155,59,65
1156,59,60
1157,59,60
1158,59,66
1159,59,65
1160,59,65
1161,59,65
1162,59,65
1163,59,65
1164,59,65
1165,59,65
1166,59,65
1167,59,65
1168,59,65
1169,59,65
1170,59,65
1171,59,65
1172,59,65
1173,59,60
1174,59,60
1175,59,60
1176,59,60
1177,59,60
1178,59,60
1179,59,60
1180,59,60
1181,59,60
1182,59,60
1183,59,60
1184,44,49
1185,44,49
1186,90,102
1187,44,46
1188,44,48
1189,44,53
1190,44,48
1191,44,48
1192,44,52
1193,44,52
1194,44,162
1195,44,53
1196,44,45
1197,44,45
1198,44,45
1199,44,52
1199,44,53
1200,44,49
1200,90,98
1201,44,48
1202,44,48
1203,44,45
1204,44,53
1205,44,48
1206,44,52
1207,44,50
1208,44,45
1209,44,50
1210,90,97
1211,6,166
1212,90,92
1212,90,102
1213,44,50
1214,90,98
1215,44,49
1216,44,162
1217,90,102
1217,106,107
1218,44,49
1219,44,50
1220,44,49
1221,44,49
1222,44,48
1223,44,49
1224,44,50
1225,44,46
1226,90,102
1227,90,102
1228,44,46
1229,44,46
1230,44,50
1231,44,53
1232,44,50
1233,44,57
1234,44,57
1235,44,50
1236,44,50
1237,44,46
1238,44,50
1239,44,50
1240,44,50
1241,90,95
1242,44,50
1242,106,107
1243,90,95
1244,44,50
1244,106,107
1245,44,50
1246,44,50
1246,90,102
1246,106,107
1247,44,50
1248,44,49
1249,44,46
1250,44,46
1251,44,46
1252,44,53
1253,44,46
1254,44,46
1255,44,53
1256,44,53
1257,44,53
1258,44,46
1259,32,35
1260,32,35
1261,32,35
1262,32,35
1263,32,35
1264,32,35
1265,32,35
1266,32,35
1267,32,35
1268,32,35
1269,32,35
1270,32,35
1271,32,35
1272,32,35
1273,32,35
1274,32,35
1275,32,35
1276,32,35
1277,32,35
1278,32,35
1279,32,35
1280,32,35
1281,32,35
1282,32,35
1283,32,35
1284,32,35
1285,32,35
1286,32,35
1287,32,35
1288,32,35
1289,90,102
1290,90,102
1306,90,102
1307,90,93
1307,6,159
1311,6,9
1311,90,93
1314,18,25
1315,12,164
1316,18,25
1317,90,102
1318,18,26
1319,18,25
1320,18,25
1321,18,25
1322,90,91
1323,18,25
1324,18,25
1325,18,25
1326,6,159
1327,18,25
1328,44,53
1329,18,25
1330,12,164
1331,18,21
1332,44,49
1333,44,50
1334,44,162
1335,44,52
1336,44,45
1336,44,49
1337,44,52
1338,90,95
1339,44,52
1339,44,53
1340,90,93
1341,18,26
1342,18,25
1343,90,102
1344,44,49
1345,18,26
1346,18,25
1347,18,26
1348,44,45
1349,44,52
1350,44,162
1351,18,26
1352,44,48
1353,90,102
1354,90,102
1355,90,102
1356,18,26
1357,6,159
1358,6,159
1359,44,49
1360,44,51
1361,44,49
1361,44,50
1362,44,49
1363,44,53
1364,18,25
1365,44,46
1366,18,21
1367,44,49
1368,44,52
1369,18,25
1370,44,45
1371,44,52
1372,59,60
1373,44,50
1373,106,107
1374,44,50
1374,106,107
1375,44,50
1375,106,107
1376,44,50
1376,106,107
1377,44,50
1377,106,107
1378,44,50
1378,106,107
1379,44,50
1379,106,107
1380,44,50
1380,106,107
1381,44,50
1381,106,107
1382,44,50
1382,106,107
1383,44,50
1383,106,107
1384,90,98
1385,44,50
1385,106,107
1386,44,50
1386,106,107
1387,59,60
1388,44,50
1388,106,107
1389,59,60
1390,44,50
1390,106,107
1391,44,50
1391,106,107
1392,44,50
1392,106,107
1393,59,60
1394,59,60
1395,59,60
1396,59,60
1397,59,60
1398,90,102
1399,59,60
1400,44,53
1401,59,60
1402,59,60
1403,59,60
1404,59,60
1405,59,60
1406,59,60
1407,44,50
1407,106,107
1408,59,60
1409,44,50
1409,106,107
1410,44,50
1410,106,107
1411,44,50
1411,106,107
1412,44,45
1412,44,48
1412,44,49
1413,44,52
1414,44,53
1415,44,53
1416,44,52
1417,44,48
1418,44,162
1419,44,52
1420,90,102
1420,106,107
1421,44,53
1422,59,60
1423,44,50
1423,106,107
1424,44,48
1425,44,52
1426,59,60
1427,59,60
1428,59,60
1429,59,60
1430,59,60
1431,59,60
1432,44,45
1433,90,102
1434,44,50
1435,59,60
1436,44,49
1437,44,49
1438,44,48
1439,44,52
1440,90,92
1441,59,60
1442,106,107
1443,59,60
1444,59,60
1445,59,60
1446,59,60
1447,59,60
1448,59,60
1449,59,61
1450,59,61
1451,44,52
1452,44,52
1453,59,60
1454,59,60
1455,59,168
1456,44,50
1456,106,107
1457,44,50
1457,106,107
1458,44,49
1459,44,49
1460,44,49
1461,44,50
1462,44,50
1463,44,50
1464,90,102
1465,90,102
1466,90,102
1467,44,50
1468,44,50
1469,44,50
1470,44,50
1471,44,50
1472,44,50
1473,44,50
1474,44,50
1475,44,50
1477,59,60
1478,59,61
1479,59,61
1480,59,61
1481,59,61
1482,59,60
1483,59,60
1484,59,60
1485,59,60
1486,59,60
1487,59,65
1488,59,65
1489,59,65
1490,59,65
1491,59,65
1492,59,65
1493,59,65
1494,59,65
1495,59,65
1496,59,65
1497,59,65
1498,59,65
1500,59,65
1501,90,92
1501,106,107
1503,59,65
1504,59,65
1505,59,65
1506,59,65
1507,59,65
1508,59,65
1509,59,65
1510,59,65
1511,59,65
1512,59,65
1513,59,65
1514,59,65
1515,59,65
1516,59,65
1517,59,65
1518,59,65
1519,59,65
1520,90,92
1520,106,107
1521,59,65
1522,59,65
1523,59,65
1524,59,65
1525,59,65
1526,59,65
1528,44,49
1529,44,49
1530,44,45
1531,44,45
1532,44,45
1533,44,45
1534,44,48
1535,44,48
1536,44,48
1537,44,48
1538,44,48
1539,44,48
1540,44,48
1541,44,48
1542,44,48
1543,44,48
1544,44,52
1545,44,52
1546,44,52
1547,44,52
1548,44,52
1549,44,52
1550,44,52
1551,44,50
1552,44,50
1553,44,50
1554,44,50
1555,44,50
1556,44,50
1557,44,50
1558,44,50
1559,44,50
1560,59,65
1561,59,65
1562,59,65
1563,59,65
1564,59,65
1565,59,65
1566,44,48
1567,59,65
1569,59,65
1570,59,65
1571,59,65
1572,59,65
1573,59,65
1574,59,65
1575,59,65
1576,59,65
1577,59,65
1578,59,65
1579,59,65
1580,59,65
1581,59,65
1582,59,65
1583,44,45
1584,44,45
1585,44,45
1586,44,45
1587,44,162
1588,44,162
1589,44,162
1590,44,162
1591,44,52
1592,44,162
1593,44,162
1594,44,53
1595,59,65
1596,59,65
1597,59,65
1598,59,65
1599,59,65
1600,59,65
1601,59,65
1602,59,65
1603,59,65
1604,59,65
1605,59,65
1606,59,65
1607,59,65
1608,59,65
1609,59,65
1610,59,65
1611,59,61
1613,59,65
1614,59,65
1615,59,65
1616,59,65
1617,59,65
1618,59,65
1619,59,65
1620,59,65
1621,59,65
1622,59,65
1623,59,65
1624,59,65
1625,59,65
1626,59,65
1627,59,65
1628,59,65
1629,59,65
1630,44,50
1631,59,65
1632,59,65
1633,59,65
1634,59,65
1635,59,65
1636,59,65
1637,59,65
1638,59,65
1639,90,102
1640,90,92
1641,90,105
1642,90,102
1643,90,92
1645,90,102
1646,90,102
1647,6,159
1648,106,107
1649,90,92
1650,44,52
1651,90,102
1653,90,91
1654,44,49
1655,82,86
1656,90,102
1657,6,159
1657,6,166
1658,6,159
1659,18,25
1660,44,50
1661,90,102
1662,6,159
1663,59,60
1664,90,102
1665,90,92
1665,90,95
1665,90,102
1667,44,50
1668,44,50
1669,44,50
1670,44,53
1671,44,52
1672,44,52
1673,44,52
1674,44,52
1675,44,52
1676,44,52
1677,44,52
1678,44,52
1679,44,53
1680,44,53
1681,44,53
1682,44,53
1683,44,53
1684,44,53
1685,44,53
1686,44,53
1687,6,159
1688,59,62
1688,59,63
1689,90,102
1690,90,102
1691,90,102
1692,6,166
1693,90,102
1694,6,159
1695,44,46
1696,90,102
1697,90,102
1698,90,92
1699,90,95
1700,90,102
1701,6,159
1702,90,92
1702,90,102
1703,90,92
1703,90,102
1704,90,92
1704,90,102
1705,90,93
1706,90,102
1707,6,159
1708,90,92
1708,90,102
1709,90,92
1709,90,101
1710,90,92
1710,90,95
1711,90,92
1711,90,102
1712,90,92
1712,90,93
1713,90,92
1713,90,97
1713,90,102
1714,90,92
1714,90,102
1715,6,159
1716,90,102
1717,6,159
1718,44,50
1718,106,107
1719,90,93
1720,90,92
1720,90,102
1721,44,50
1721,106,107
1722,44,50
1722,106,107
1723,90,92
1723,90,102
1724,90,92
1724,90,102
1725,90,93
1726,90,92
1726,90,102
1727,18,25
1728,44,50
1729,90,92
1730,44,46
1731,6,166
1732,44,46
1733,6,166
1734,44,48
1735,90,92
1735,90,102
1736,44,46
1737,90,92
1737,90,102
1738,44,50
1738,106,107
1739,44,46
1740,44,48
1741,44,162
1742,44,162
1743,44,162
1744,44,48
1745,44,48
1746,44,48
1747,44,53
1748,44,53
1749,44,52
1750,44,52
1750,44,58
1751,44,52
1752,44,52
1753,44,53
1754,44,53
1755,44,52
1756,59,65
1757,59,65
1758,59,65
1759,59,65
1760,59,65
1761,44,51
1762,44,53
1763,44,48
1764,59,65
1765,59,65
1766,6,159
1767,59,65
1768,44,50
1769,59,65
1770,44,45
1771,59,65
1772,59,65
1773,59,65
1774,59,65
1775,44,50
1776,59,65
1777,59,65
1778,44,49
1779,59,65
1780,59,65
1781,44,49
1782,59,65
1783,59,65
1784,59,65
1785,59,65
1786,44,50
1787,59,65
1788,44,50
1789,44,50
1790,44,50
1791,59,65
1792,44,50
1793,6,159
1794,59,65
1795,59,65
1796,44,50
1797,6,159
1798,44,49
1799,44,45
1800,44,45
1800,44,48
1800,44,49
1800,44,52
1800,44,56
1801,44,50
1802,59,65
1803,59,65
1804,44,49
1805,59,65
1806,59,65
1807,44,49
1808,59,65
1809,44,50
1810,59,65
1811,44,49
1812,18,25
1813,44,50
1814,59,65
1815,18,25
1816,59,65
1817,44,48
1818,59,65
1819,59,65
1820,59,65
1821,59,65
1822,44,48
1823,59,65
1824,59,65
1825,59,65
1826,44,45
1827,44,50
1828,44,162
1829,44,53
1830,44,162
1831,44,53
1832,44,53
1833,44,162
1834,44,53
1835,44,53
1836,44,53
1837,44,49
1838,59,65
1839,59,65
1840,59,65
1841,44,53
1842,90,97
1843,6,159
1844,90,102
1845,90,92
1846,6,9
1847,90,92
1848,90,92
1849,90,102
1850,90,92
1850,90,102
1851,90,102
1852,44,58
1853,6,166
1854,90,102
1855,90,102
1856,90,102
1857,12,13
1858,90,98
1859,6,159
1860,6,159
1861,59,65
1862,59,65
1863,59,65
1864,59,65
1865,59,65
1866,59,65
1867,59,65
1868,59,65
1869,59,65
1870,59,65
1871,18,26
1872,44,53
1873,44,53
1874,44,53
1875,44,53
1876,44,53
1877,44,53
1878,44,53
1879,44,53
1880,44,53
1881,44,162
1882,44,53
1883,44,162
1884,44,52
1885,44,50
1886,44,49
1887,44,162
1888,74,77
1889,44,46
1890,44,162
1891,44,162
1892,44,57
1893,74,170
1894,44,162
1895,44,52
1896,44,50
1897,44,46
1898,44,53
1899,44,162
1900,32,35
1901,44,162
1902,44,46
1903,59,65
1904,59,65
1905,44,46
1906,59,65
1907,59,65
1908,44,53
1909,59,65
1910,44,49
1911,44,49
1912,44,50
1913,44,50
1914,44,50
1915,44,45
1916,74,77
1917,59,65
1918,44,162
1919,59,65
1920,44,49
1921,59,65
1922,59,65
1923,44,52
1924,44,46
1925,44,49
1926,44,162
1927,44,53
1928,44,162
1929,44,162
1930,44,162
1931,44,53
1932,44,162
1933,44,53
1934,44,53
1935,44,53
1936,44,162
1937,44,53
1938,44,53
1939,44,162
1940,32,35
1941,44,53
1942,44,162
1943,44,53
1944,44,53
1945,44,45
1946,44,53
1947,44,50
1948,44,53
1949,44,53
1950,32,35
1951,44,53
1952,44,50
1953,44,53
1954,44,53
1955,44,53
1956,74,170
1957,44,52
1958,44,53
1959,44,52
1960,44,53
1961,18,26
1962,18,26
1963,74,170
1964,44,50
1965,18,25
1967,6,7
1968,18,26
1969,44,51
1970,44,50
1971,44,50
1972,44,46
1973,44,50
1974,44,46
1975,44,50
1976,44,45
1977,44,46
1978,44,50
1979,44,45
1980,44,45
1981,44,48
1982,32,36
1983,44,48
1984,68,71
1985,44,48
1986,44,48
1987,44,46
1988,44,50
1989,44,46
1990,44,46
1990,44,48
1991,44,162
1992,44,162
1993,44,162
1994,44,162
1995,44,162
1996,44,162
1997,44,162
1998,59,65
1999,44,53
2000,59,65
2001,59,65
2002,44,53
2003,32,35
2004,59,65
2005,44,162
2006,32,35
2007,44,49
2008,59,65
2009,32,35
2010,44,53
2011,44,53
2012,32,35
2013,44,53
2014,44,46
2015,1,3
2016,32,35
2017,44,46
2018,90,92
2018,90,102
2019,44,46
2020,90,161
2021,44,46
2022,32,35
2023,90,102
2024,106,109
2025,44,48
2026,90,161
2027,44,48
2028,44,48
2037,90,102
2039,90,102
2040,90,161
2042,90,102
2043,90,102
2043,106,107
2044,90,102
2045,32,42
2046,32,42
2047,32,34
2048,32,35
2050,32,35
2052,32,35
2053,32,35
2055,32,35
2056,32,35
2057,32,35
2058,32,35
2059,32,35
2060,32,35
2061,32,35
2062,32,35
2063,32,35
2064,32,35
2065,32,35
2066,32,35
2068,32,35
2069,32,35
2070,32,35
2071,74,170
2072,32,35
2073,32,35
2074,32,35
2075,74,170
2076,32,35
2077,74,170
2078,32,35
2080,32,35
2081,32,35
2082,74,170
2083,32,35
2084,74,170
2085,32,35
2086,18,20
2087,32,35
2088,6,7
2089,32,35
2090,32,35
2091,32,35
2092,32,35
2093,32,35
2094,32,35
2095,32,35
2096,32,35
2098,74,170
2099,18,21
2099,18,25
2100,44,162
2102,44,162
2103,32,35
2104,44,50
2105,44,50
2106,44,162
2107,32,35
2108,44,162
2109,18,25
2110,59,65
2111,44,162
2112,44,162
2113,44,162
2114,44,162
2115,44,48
2116,44,50
2117,32,35
2118,32,35
2119,32,35
2120,32,35
2121,32,35
2122,44,45
2123,44,46
2124,44,46
2125,44,50
2126,44,162
2127,44,162
2128,44,53
2129,90,102
2129,6,166
2130,6,166
2131,32,35
2132,32,35
2133,32,35
2134,90,93
2136,90,93
2137,32,35
2138,44,50
2138,90,91
2139,44,51
2139,106,107
2140,44,51
2140,106,107
2141,44,58
2142,32,35
2143,44,52
2144,32,35
2145,44,162
2146,32,35
2148,90,102
2148,106,107
2149,32,35
2150,82,86
2151,32,35
2153,32,35
2154,82,86
2155,90,102
2155,106,107
